OFFENSE_LATITUDE,OFFENSE_LONGITUDE,CATEGORY,Total_Occurrences,Weighted_Crime_Score
38.823,-76.999,Driving/Boating While Intoxicated,3,3
38.823,-76.999,Offenses Against Family & Children,1,1
38.823,-76.999,Simple Assault,2,2
38.823,-76.999,Theft from Auto,1,1
38.823,-76.999,Traffic Violations,4,8
38.823,-76.999,Weapon Violations,5,5
38.8234,-77.0115,Assault with a Dangerous Weapon,1,8
38.8234,-77.0115,Driving/Boating While Intoxicated,1,1
38.8234,-77.0115,Offenses Against Family & Children,1,1
38.8234,-77.0115,Simple Assault,2,2
38.8234,-77.0104,Aggravated Assault,2,2
38.8234,-77.0104,Assault with a Dangerous Weapon,1,8
38.8234,-77.0104,Other Crimes,1,1
38.8234,-77.0104,Simple Assault,5,5
38.8234,-77.0092,Assault with a Dangerous Weapon,2,16
38.8234,-77.0092,Damage to Property,3,3
38.8234,-77.0092,Driving/Boating While Intoxicated,2,2
38.8234,-77.0092,Other Crimes,2,2
38.8234,-77.0092,Release Violations/Fugitive,7,7
38.8234,-77.0092,Robbery,1,7
38.8234,-77.0092,Simple Assault,20,20
38.8234,-77.0092,Theft,1,1
38.8234,-77.0081,Assault on a Police Officer,2,2
38.8234,-77.0081,Assault with a Dangerous Weapon,4,32
38.8234,-77.0081,Damage to Property,2,2
38.8234,-77.0081,Driving/Boating While Intoxicated,1,1
38.8234,-77.0081,Liquor Law Violations,1,1
38.8234,-77.0081,Other Crimes,2,2
38.8234,-77.0081,Release Violations/Fugitive,2,2
38.8234,-77.0081,Sex Abuse,2,18
38.8234,-77.0081,Simple Assault,15,15
38.8234,-77.0069, rcotics,1,1
38.8234,-77.0069,Aggravated Assault,1,1
38.8234,-77.0069,Assault with a Dangerous Weapon,4,32
38.8234,-77.0069,Disorderly Conduct,1,1
38.8234,-77.0069,Other Crimes,1,1
38.8234,-77.0069,Property Crimes,1,1
38.8234,-77.0069,Release Violations/Fugitive,1,1
38.8234,-77.0069,Robbery,2,14
38.8234,-77.0069,Simple Assault,5,5
38.8234,-77.0069,Weapon Violations,1,1
38.8234,-77.0058, rcotics,5,5
38.8234,-77.0058,Aggravated Assault,1,1
38.8234,-77.0058,Assault on a Police Officer,2,2
38.8234,-77.0058,Assault with a Dangerous Weapon,3,24
38.8234,-77.0058,Burglary,1,6
38.8234,-77.0058,Damage to Property,1,1
38.8234,-77.0058,Driving/Boating While Intoxicated,2,2
38.8234,-77.0058,Offenses Against Family & Children,2,2
38.8234,-77.0058,Other Crimes,1,1
38.8234,-77.0058,Property Crimes,1,1
38.8234,-77.0058,Release Violations/Fugitive,1,1
38.8234,-77.0058,Robbery,1,7
38.8234,-77.0058,Simple Assault,9,9
38.8234,-77.0058,Traffic Violations,6,12
38.8234,-77.0058,Weapon Violations,3,3
38.8234,-77.0023, rcotics,1,1
38.8234,-77.0023,Release Violations/Fugitive,2,2
38.8234,-77.0023,Simple Assault,3,3
38.8234,-77.0023,Weapon Violations,1,1
38.8234,-77.0012, rcotics,5,5
38.8234,-77.0012,Damage to Property,1,1
38.8234,-77.0012,Gambling,7,7
38.8234,-77.0012,Liquor Law Violations,5,5
38.8234,-77.0012,Other Crimes,2,2
38.8234,-77.0012,Robbery,2,14
38.8234,-77.0012,Sex Offenses,1,10
38.8234,-77.0012,Simple Assault,5,5
38.8234,-77.0012,Weapon Violations,3,3
38.8234,-77,Aggravated Assault,1,1
38.8234,-77,Driving/Boating While Intoxicated,1,1
38.8234,-77,Liquor Law Violations,1,1
38.8234,-77,Simple Assault,2,2
38.8234,-77,Theft,1,1
38.8234,-76.9988, rcotics,1,1
38.8234,-76.9988,Disorderly Conduct,1,1
38.8234,-76.9988,Release Violations/Fugitive,2,2
38.8234,-76.9988,Robbery,1,7
38.8234,-76.9988,Simple Assault,1,1
38.8234,-76.9988,Weapon Violations,2,2
38.8234,-76.9977, rcotics,1,1
38.8234,-76.9977,Driving/Boating While Intoxicated,1,1
38.8234,-76.9977,Traffic Violations,2,4
38.824,-77.012,Assault with a Dangerous Weapon,1,8
38.824,-77.012,Damage to Property,1,1
38.824,-77.012,Property Crimes,2,2
38.824,-77.012,Simple Assault,6,6
38.824,-77.012,Weapon Violations,5,5
38.824,-77.011,Aggravated Assault,1,1
38.824,-77.011,Assault on a Police Officer,1,1
38.824,-77.011,Damage to Property,2,2
38.824,-77.011,Narcotics,2,10
38.824,-77.011,Offenses Against Family & Children,3,3
38.824,-77.011,Other Crimes,2,2
38.824,-77.011,Release Violations,1,1
38.824,-77.011,Release Violations/Fugitive,1,1
38.824,-77.011,Robbery,1,7
38.824,-77.011,Simple Assault,12,12
38.824,-77.011,Theft,2,2
38.824,-77.011,Weapon Violations,2,2
38.824,-77.01,Aggravated Assault,1,1
38.824,-77.01,Assault on a Police Officer,1,1
38.824,-77.01,Assault with a Dangerous Weapon,1,8
38.824,-77.01,Driving/Boating While Intoxicated,2,2
38.824,-77.01,Simple Assault,18,18
38.824,-77.01,Weapon Violations,1,1
38.824,-77.009,Assault on a Police Officer,1,1
38.824,-77.009,Assault with a Dangerous Weapon,1,8
38.824,-77.009,Damage to Property,3,3
38.824,-77.009,Driving/Boating While Intoxicated,1,1
38.824,-77.009,Property Crimes,2,2
38.824,-77.009,Release Violations/Fugitive,1,1
38.824,-77.009,Simple Assault,8,8
38.824,-77.009,Weapon Violations,1,1
38.824,-77.008,Assault with a Dangerous Weapon,2,16
38.824,-77.008,Damage to Property,4,4
38.824,-77.008,Driving/Boating While Intoxicated,1,1
38.824,-77.008,Other Crimes,1,1
38.824,-77.008,Release Violations/Fugitive,1,1
38.824,-77.008,Sex Abuse,1,9
38.824,-77.008,Simple Assault,9,9
38.824,-77.008,Traffic Violations,1,2
38.824,-77.007,Damage to Property,1,1
38.824,-77.007,Narcotics,1,5
38.824,-77.007,Offenses Against Family & Children,1,1
38.824,-77.007,Release Violations/Fugitive,2,2
38.824,-77.007,Simple Assault,14,14
38.824,-77.007,Traffic Violations,2,4
38.824,-77.007,Weapon Violations,4,4
38.824,-77.006,Aggravated Assault,1,1
38.824,-77.006,Assault with a Dangerous Weapon,3,24
38.824,-77.006,Damage to Property,2,2
38.824,-77.006,Driving/Boating While Intoxicated,4,4
38.824,-77.006,Liquor Law Violations,2,2
38.824,-77.006,Narcotics,2,10
38.824,-77.006,Other Crimes,1,1
38.824,-77.006,Property Crimes,2,2
38.824,-77.006,Release Violations/Fugitive,1,1
38.824,-77.006,Simple Assault,18,18
38.824,-77.006,Theft,1,1
38.824,-77.006,Traffic Violations,1,2
38.824,-77.003,Driving/Boating While Intoxicated,2,2
38.824,-77.003,Narcotics,8,40
38.824,-77.003,Other Crimes,2,2
38.824,-77.003,Release Violations/Fugitive,1,1
38.824,-77.003,Robbery,1,7
38.824,-77.003,Simple Assault,3,3
38.824,-77.003,Traffic Violations,8,16
38.824,-77.003,Weapon Violations,7,7
38.824,-77.002,Assault with a Dangerous Weapon,2,16
38.824,-77.002,Damage to Property,2,2
38.824,-77.002,Narcotics,4,20
38.824,-77.002,Other Crimes,1,1
38.824,-77.002,Release Violations,1,1
38.824,-77.002,Release Violations/Fugitive,2,2
38.824,-77.002,Release Violations/Fugitive (Warr),1,1
38.824,-77.002,Simple Assault,17,17
38.824,-77.002,Traffic Violations,2,4
38.824,-77.002,Weapon Violations,5,5
38.824,-77.001,Driving/Boating While Intoxicated,2,2
38.824,-77.001,Other Crimes,1,1
38.824,-77.001,Simple Assault,7,7
38.824,-77.001,Traffic Violations,1,2
38.824,-77.001,Weapon Violations,1,1
38.824,-76.999,Aggravated Assault,1,1
38.824,-76.999,Assault on a Police Officer,1,1
38.824,-76.999,Damage to Property,1,1
38.824,-76.999,Driving/Boating While Intoxicated,1,1
38.824,-76.999,Liquor Law Violations,1,1
38.824,-76.999,Property Crimes,2,2
38.824,-76.998,Assault with a Dangerous Weapon,2,16
38.824,-76.998,Driving/Boating While Intoxicated,4,4
38.824,-76.998,Narcotics,2,10
38.824,-76.998,Release Violations/Fugitive,1,1
38.824,-76.998,Release Violations/Fugitive (Warr),1,1
38.824,-76.998,Simple Assault,3,3
38.824,-76.998,Traffic Violations,6,12
38.824,-76.998,Weapon Violations,2,2
38.8243,-77.0138,Other Crimes,1,1
38.8243,-77.0138,Traffic Violations,1,2
38.8243,-77.0127,Release Violations/Fugitive,1,1
38.8243,-77.0127,Simple Assault,1,1
38.8243,-77.0127,Traffic Violations,1,2
38.8243,-77.0115, rcotics,1,1
38.8243,-77.0115,Aggravated Assault,1,1
38.8243,-77.0115,Disorderly Conduct,1,1
38.8243,-77.0115,Driving/Boating While Intoxicated,1,1
38.8243,-77.0115,Other Crimes,1,1
38.8243,-77.0115,Release Violations/Fugitive,2,2
38.8243,-77.0115,Sex Offenses,1,10
38.8243,-77.0115,Simple Assault,5,5
38.8243,-77.0115,Traffic Violations,1,2
38.8243,-77.0115,Weapon Violations,2,2
38.8243,-77.0104,Burglary,1,6
38.8243,-77.0104,Liquor Law Violations,1,1
38.8243,-77.0104,Offenses Against Family & Children,2,2
38.8243,-77.0104,Other Crimes,1,1
38.8243,-77.0104,Release Violations/Fugitive,2,2
38.8243,-77.0104,Robbery,2,14
38.8243,-77.0104,Sex Offenses,1,10
38.8243,-77.0104,Simple Assault,19,19
38.8243,-77.0104,Weapon Violations,1,1
38.8243,-77.0092, rcotics,1,1
38.8243,-77.0092,Assault on a Police Officer,1,1
38.8243,-77.0092,Assault with a Dangerous Weapon,1,8
38.8243,-77.0092,Damage to Property,2,2
38.8243,-77.0092,Gambling,3,3
38.8243,-77.0092,Homicide,2,16
38.8243,-77.0092,Offenses Against Family & Children,1,1
38.8243,-77.0092,Release Violations/Fugitive,2,2
38.8243,-77.0092,Simple Assault,3,3
38.8243,-77.0092,Traffic Violations,1,2
38.8243,-77.0081, rcotics,2,2
38.8243,-77.0081,Assault on a Police Officer,2,2
38.8243,-77.0081,Assault with a Dangerous Weapon,1,8
38.8243,-77.0081,Burglary,2,12
38.8243,-77.0081,Damage to Property,1,1
38.8243,-77.0081,Release Violations/Fugitive,3,3
38.8243,-77.0081,Simple Assault,11,11
38.8243,-77.0081,Theft,1,1
38.8243,-77.0069,Assault on a Police Officer,1,1
38.8243,-77.0069,Burglary,1,6
38.8243,-77.0069,Release Violations/Fugitive,1,1
38.8243,-77.0069,Simple Assault,4,4
38.8243,-77.0069,Traffic Violations,4,8
38.8243,-77.0058, rcotics,2,2
38.8243,-77.0058,Assault with a Dangerous Weapon,1,8
38.8243,-77.0058,Driving/Boating While Intoxicated,2,2
38.8243,-77.0058,Homicide,1,8
38.8243,-77.0058,Liquor Law Violations,1,1
38.8243,-77.0058,Release Violations/Fugitive,4,4
38.8243,-77.0058,Simple Assault,2,2
38.8243,-77.0058,Theft,1,1
38.8243,-77.0058,Traffic Violations,3,6
38.8243,-77.0035, rcotics,12,12
38.8243,-77.0035,Driving/Boating While Intoxicated,3,3
38.8243,-77.0035,Gambling,3,3
38.8243,-77.0035,Liquor Law Violations,4,4
38.8243,-77.0035,Release Violations/Fugitive,6,6
38.8243,-77.0035,Sex Abuse,1,9
38.8243,-77.0035,Sex Offenses,1,10
38.8243,-77.0035,Simple Assault,6,6
38.8243,-77.0035,Traffic Violations,4,8
38.8243,-77.0035,Weapon Violations,3,3
38.8243,-77.0023, rcotics,1,1
38.8243,-77.0023,Assault with a Dangerous Weapon,1,8
38.8243,-77.0023,Driving/Boating While Intoxicated,1,1
38.8243,-77.0023,Release Violations/Fugitive,1,1
38.8243,-77.0023,Robbery,1,7
38.8243,-77.0023,Sex Abuse,1,9
38.8243,-77.0023,Simple Assault,6,6
38.8243,-77.0023,Theft,1,1
38.8243,-77.0023,Weapon Violations,1,1
38.8243,-77.0012, rcotics,2,2
38.8243,-77.0012,Assault with a Dangerous Weapon,1,8
38.8243,-77.0012,Damage to Property,1,1
38.8243,-77.0012,Other Crimes,1,1
38.8243,-77.0012,Release Violations/Fugitive,2,2
38.8243,-77.0012,Simple Assault,10,10
38.8243,-77, rcotics,2,2
38.8243,-77,Driving/Boating While Intoxicated,1,1
38.8243,-77,Release Violations/Fugitive,1,1
38.8243,-77,Simple Assault,2,2
38.8243,-76.9988,Release Violations/Fugitive,1,1
38.8243,-76.9988,Robbery,1,7
38.8243,-76.9988,Simple Assault,2,2
38.8243,-76.9977,Driving/Boating While Intoxicated,2,2
38.8243,-76.9977,Offenses Against Family & Children,1,1
38.8243,-76.9977,Simple Assault,4,4
38.8243,-76.9977,Traffic Violations,2,4
38.8243,-76.9977,Weapon Violations,1,1
38.825,-77.014,Driving/Boating While Intoxicated,1,1
38.825,-77.014,Narcotics,1,5
38.825,-77.014,Simple Assault,1,1
38.825,-77.013,Assault on a Police Officer,1,1
38.825,-77.013,Assault with a Dangerous Weapon,2,16
38.825,-77.013,Narcotics,4,20
38.825,-77.013,Release Violations,1,1
38.825,-77.013,Release Violations/Fugitive (Warr),1,1
38.825,-77.013,Simple Assault,3,3
38.825,-77.013,Traffic Violations,1,2
38.825,-77.013,Weapon Violations,4,4
38.825,-77.012,Aggravated Assault,1,1
38.825,-77.012,Assault with a Dangerous Weapon,2,16
38.825,-77.012,Damage to Property,2,2
38.825,-77.012,Driving/Boating While Intoxicated,1,1
38.825,-77.012,Motor Vehicle Theft,1,1
38.825,-77.012,Narcotics,2,10
38.825,-77.012,Release Violations/Fugitive,1,1
38.825,-77.012,Sex Offenses,1,10
38.825,-77.012,Simple Assault,16,16
38.825,-77.012,Theft,1,1
38.825,-77.012,Weapon Violations,1,1
38.825,-77.011,Assault on a Police Officer,1,1
38.825,-77.011,Damage to Property,1,1
38.825,-77.011,Driving/Boating While Intoxicated,1,1
38.825,-77.011,Liquor Law Violations,1,1
38.825,-77.011,Property Crimes,2,2
38.825,-77.011,Release Violations/Fugitive,2,2
38.825,-77.011,Simple Assault,10,10
38.825,-77.011,Traffic Violations,1,2
38.825,-77.011,Weapon Violations,2,2
38.825,-77.01,Assault with a Dangerous Weapon,2,16
38.825,-77.01,Damage to Property,3,3
38.825,-77.01,Liquor Law Violations,3,3
38.825,-77.01,Narcotics,2,10
38.825,-77.01,Offenses Against Family & Children,5,5
38.825,-77.01,Other Crimes,6,6
38.825,-77.01,Release Violations/Fugitive,2,2
38.825,-77.01,Simple Assault,16,16
38.825,-77.01,Traffic Violations,1,2
38.825,-77.01,Weapon Violations,7,7
38.825,-77.009,Aggravated Assault,1,1
38.825,-77.009,Assault on a Police Officer,2,2
38.825,-77.009,Assault with a Dangerous Weapon,3,24
38.825,-77.009,Burglary,1,6
38.825,-77.009,Damage to Property,7,7
38.825,-77.009,Homicide,3,24
38.825,-77.009,Narcotics,4,20
38.825,-77.009,Offenses Against Family & Children,2,2
38.825,-77.009,Other Crimes,2,2
38.825,-77.009,Release Violations/Fugitive (Warr),1,1
38.825,-77.009,Sex Offenses,1,10
38.825,-77.009,Simple Assault,37,37
38.825,-77.009,Weapon Violations,5,5
38.825,-77.008,Assault with a Dangerous Weapon,2,16
38.825,-77.008,Driving/Boating While Intoxicated,1,1
38.825,-77.008,Offenses Against Family & Children,1,1
38.825,-77.008,Other Crimes,6,6
38.825,-77.008,Property Crimes,1,1
38.825,-77.008,Release Violations/Fugitive,1,1
38.825,-77.008,Release Violations/Fugitive (Warr),2,2
38.825,-77.008,Sex Offenses,1,10
38.825,-77.008,Simple Assault,24,24
38.825,-77.008,Theft,1,1
38.825,-77.008,Traffic Violations,2,4
38.825,-77.008,Weapon Violations,3,3
38.825,-77.007,Assault on a Police Officer,1,1
38.825,-77.007,Driving/Boating While Intoxicated,6,6
38.825,-77.007,Homicide,1,8
38.825,-77.007,Property Crimes,2,2
38.825,-77.007,Release Violations/Fugitive,1,1
38.825,-77.007,Simple Assault,5,5
38.825,-77.007,Traffic Violations,6,12
38.825,-77.007,Weapon Violations,2,2
38.825,-77.006,Aggravated Assault,2,2
38.825,-77.006,Assault on a Police Officer,3,3
38.825,-77.006,Damage to Property,1,1
38.825,-77.006,Driving/Boating While Intoxicated,3,3
38.825,-77.006,Liquor Law Violations,2,2
38.825,-77.006,Narcotics,1,5
38.825,-77.006,Other Crimes,1,1
38.825,-77.006,Property Crimes,3,3
38.825,-77.006,Release Violations,1,1
38.825,-77.006,Release Violations/Fugitive,1,1
38.825,-77.006,Sex Offenses,1,10
38.825,-77.006,Simple Assault,15,15
38.825,-77.006,Traffic Violations,6,12
38.825,-77.005,Simple Assault,1,1
38.825,-77.003,Assault with a Dangerous Weapon,1,8
38.825,-77.003,Driving/Boating While Intoxicated,1,1
38.825,-77.003,Narcotics,1,5
38.825,-77.003,Release Violations/Fugitive,3,3
38.825,-77.003,Simple Assault,9,9
38.825,-77.003,Traffic Violations,1,2
38.825,-77.002,Aggravated Assault,2,2
38.825,-77.002,Assault with a Dangerous Weapon,2,16
38.825,-77.002,Damage to Property,1,1
38.825,-77.002,Driving/Boating While Intoxicated,1,1
38.825,-77.002,Narcotics,1,5
38.825,-77.002,Property Crimes,1,1
38.825,-77.002,Simple Assault,11,11
38.825,-77.002,Traffic Violations,2,4
38.825,-77.002,Weapon Violations,2,2
38.825,-77.001,Driving/Boating While Intoxicated,1,1
38.825,-77.001,Offenses Against Family & Children,1,1
38.825,-77.001,Other Crimes,3,3
38.825,-77.001,Simple Assault,4,4
38.825,-77.001,Weapon Violations,2,2
38.825,-77,Release Violations/Fugitive (Warr),1,1
38.825,-77,Simple Assault,1,1
38.825,-77,Traffic Violations,1,2
38.825,-77,Weapon Violations,1,1
38.825,-76.999,Aggravated Assault,1,1
38.825,-76.999,Assault with a Dangerous Weapon,1,8
38.825,-76.999,Damage to Property,1,1
38.825,-76.999,Homicide,1,8
38.825,-76.999,Narcotics,1,5
38.825,-76.999,Release Violations/Fugitive,3,3
38.825,-76.999,Simple Assault,4,4
38.825,-76.999,Traffic Violations,1,2
38.825,-76.999,Weapon Violations,3,3
38.825,-76.998,Release Violations/Fugitive,1,1
38.825,-76.998,Simple Assault,2,2
38.825,-76.998,Traffic Violations,1,2
38.825,-76.997,Driving/Boating While Intoxicated,1,1
38.825,-76.997,Homicide,1,8
38.825,-76.997,Offenses Against Family & Children,2,2
38.825,-76.997,Property Crimes,4,4
38.825,-76.997,Prostitution,1,6
38.825,-76.997,Release Violations,1,1
38.825,-76.997,Release Violations/Fugitive,3,3
38.825,-76.997,Robbery,1,7
38.825,-76.997,Simple Assault,1,1
38.825,-76.997,Traffic Violations,1,2
38.825,-76.996,Offenses Against Family & Children,1,1
38.825,-76.996,Property Crimes,1,1
38.8252,-77.0127, rcotics,3,3
38.8252,-77.0127,Simple Assault,5,5
38.8252,-77.0127,Traffic Violations,2,4
38.8252,-77.0115,Assault on a Police Officer,2,2
38.8252,-77.0115,Assault with a Dangerous Weapon,1,8
38.8252,-77.0115,Driving/Boating While Intoxicated,1,1
38.8252,-77.0115,Sex Abuse,1,9
38.8252,-77.0115,Simple Assault,10,10
38.8252,-77.0104,Damage to Property,1,1
38.8252,-77.0104,Disorderly Conduct,1,1
38.8252,-77.0104,Driving/Boating While Intoxicated,1,1
38.8252,-77.0104,Offenses Against Family & Children,1,1
38.8252,-77.0104,Traffic Violations,1,2
38.8252,-77.0092, rcotics,1,1
38.8252,-77.0092,Aggravated Assault,1,1
38.8252,-77.0092,Assault on a Police Officer,1,1
38.8252,-77.0092,Assault with a Dangerous Weapon,2,16
38.8252,-77.0092,Burglary,1,6
38.8252,-77.0092,Damage to Property,2,2
38.8252,-77.0092,Offenses Against Family & Children,1,1
38.8252,-77.0092,Release Violations/Fugitive,6,6
38.8252,-77.0092,Sex Abuse,1,9
38.8252,-77.0092,Sex Offenses,1,10
38.8252,-77.0092,Simple Assault,24,24
38.8252,-77.0092,Weapon Violations,3,3
38.8252,-77.0081, rcotics,4,4
38.8252,-77.0081,Assault on a Police Officer,1,1
38.8252,-77.0081,Assault with a Dangerous Weapon,9,72
38.8252,-77.0081,Burglary,7,42
38.8252,-77.0081,Damage to Property,2,2
38.8252,-77.0081,Disorderly Conduct,1,1
38.8252,-77.0081,Liquor Law Violations,2,2
38.8252,-77.0081,Release Violations/Fugitive,7,7
38.8252,-77.0081,Simple Assault,18,18
38.8252,-77.0081,Weapon Violations,3,3
38.8252,-77.0069, rcotics,4,4
38.8252,-77.0069,Damage to Property,1,1
38.8252,-77.0069,Driving/Boating While Intoxicated,3,3
38.8252,-77.0069,Other Crimes,2,2
38.8252,-77.0069,Release Violations/Fugitive,32,32
38.8252,-77.0069,Robbery,1,7
38.8252,-77.0069,Simple Assault,10,10
38.8252,-77.0069,Traffic Violations,1,2
38.8252,-77.0069,Weapon Violations,1,1
38.8252,-77.0058, rcotics,9,9
38.8252,-77.0058,Assault on a Police Officer,2,2
38.8252,-77.0058,Damage to Property,2,2
38.8252,-77.0058,Disorderly Conduct,1,1
38.8252,-77.0058,Driving/Boating While Intoxicated,1,1
38.8252,-77.0058,Release Violations/Fugitive,3,3
38.8252,-77.0058,Simple Assault,4,4
38.8252,-77.0058,Traffic Violations,6,12
38.8252,-77.0058,Weapon Violations,1,1
38.8252,-77.0035,Aggravated Assault,1,1
38.8252,-77.0035,Release Violations/Fugitive,2,2
38.8252,-77.0023, rcotics,3,3
38.8252,-77.0023,Assault on a Police Officer,1,1
38.8252,-77.0023,Assault with a Dangerous Weapon,4,32
38.8252,-77.0023,Burglary,2,12
38.8252,-77.0023,Disorderly Conduct,1,1
38.8252,-77.0023,Driving/Boating While Intoxicated,1,1
38.8252,-77.0023,Homicide,1,8
38.8252,-77.0023,Liquor Law Violations,1,1
38.8252,-77.0023,Offenses Against Family & Children,1,1
38.8252,-77.0023,Other Crimes,3,3
38.8252,-77.0023,Simple Assault,18,18
38.8252,-77.0023,Theft,1,1
38.8252,-77.0023,Weapon Violations,1,1
38.8252,-77.0012, rcotics,2,2
38.8252,-77.0012,Liquor Law Violations,1,1
38.8252,-77.0012,Simple Assault,4,4
38.8252,-77.0012,Weapon Violations,2,2
38.8252,-77, rcotics,1,1
38.8252,-77,Assault on a Police Officer,2,2
38.8252,-77,Assault with a Dangerous Weapon,1,8
38.8252,-77,Disorderly Conduct,1,1
38.8252,-77,Driving/Boating While Intoxicated,1,1
38.8252,-77,Other Crimes,2,2
38.8252,-77,Simple Assault,8,8
38.8252,-77,Traffic Violations,2,4
38.8252,-77,Weapon Violations,1,1
38.8252,-76.9988,Assault with a Dangerous Weapon,1,8
38.8252,-76.9988,Property Crimes,1,1
38.8252,-76.9988,Traffic Violations,1,2
38.8252,-76.9977, rcotics,2,2
38.8252,-76.9977,Damage to Property,1,1
38.8252,-76.9977,Driving/Boating While Intoxicated,1,1
38.8252,-76.9977,Motor Vehicle Theft,1,1
38.8252,-76.9977,Simple Assault,5,5
38.8252,-76.9977,Traffic Violations,1,2
38.8252,-76.9977,Weapon Violations,5,5
38.8252,-76.9965,Burglary,1,6
38.8252,-76.9965,Driving/Boating While Intoxicated,2,2
38.8252,-76.9965,Release Violations/Fugitive,1,1
38.8252,-76.9965,Simple Assault,4,4
38.826,-77.014,Narcotics,1,5
38.826,-77.014,Simple Assault,2,2
38.826,-77.014,Weapon Violations,1,1
38.826,-77.013,Homicide,1,8
38.826,-77.013,Motor Vehicle Theft,1,1
38.826,-77.013,Other Crimes,4,4
38.826,-77.013,Release Violations,1,1
38.826,-77.013,Release Violations/Fugitive,2,2
38.826,-77.013,Simple Assault,9,9
38.826,-77.013,Weapon Violations,10,10
38.826,-77.012,Assault on a Police Officer,2,2
38.826,-77.012,Assault with a Dangerous Weapon,1,8
